SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP156769	GSE118235	32084387	PMC7066361
SRP173589	GSE123916	30696354	PMC6460911
SRP099882	GSE94949	28329691	PMC5379012
SRP058454	GSE68998	26697350	PMC4664707
SRP071658	GSE79108	28514446	PMC5554302
SRP080709	GSE85018	28650481	
SRP180369	GSE125378		
SRP189771	GSE129000	32030468	PMC7181452
SRP161786	GSE119983		
SRP075262	GSE81505	27777239	PMC5146747
SRP131806	GSE109885	31306413	PMC6657958
SRP118895	GSE104264	31406165	PMC6690941
SRP118059	GSE103983	29513653	PMC6052457
SRP109009	GSE99924	29220657	PMC5735038
SRP122952	GSE106344	30140372	PMC6101130
SRP060657	GSE70738	29531310	
SRP131141	GSE109488	30257215	
SRP095370	GSE92602	29107288	PMC5681241
SRP108079	GSE99333	29769727	PMC6238954
SRP074044	GSE80708	28528697	PMC5470077
SRP037709	GSE54877	24852944	PMC4156517
SRP066354	GSE75074	26649805	PMC5414659
SRP156264	GSE118070	30120929	
SRP065211	GSE74274		
SRP192492	GSE129771	31281493	PMC6587176
SRP092069	GSE89184	28383283	PMC5407856
SRP125118	GSE107007	29891535	PMC6137572
SRP007956	GSE31223	24322557	PMC3912413
SRP049008			
SRP161856	GSE120012	31004011	
SRP101909		28402429	PMC5435985
SRP041757	GSE57404		
SRP059460			
SRP045772	GSE60745	26220403	PMC4532800
SRP167935	GSE122205	30796289	PMC6385489
SRP113737	GSE101984	28957441	PMC5619795
SRP124497	GSE106638	29728077	PMC5935908
SRP137767	GSE112778	29734372	PMC5957453
SRP045496	GSE60415	25150496	PMC4334261
SRP052874	GSE65349	25965569	PMC4429920
ERP018618			
SRP111108	GSE100807	28803728	PMC5591072
SRP172787	GSE123467	30558641	PMC6296031
SRP172955			
SRP149485	GSE115185	29943428	PMC6052391
SRP050387	GSE63748	25774451	PMC4617315
SRP101351	GSE95665	28499073	
SRP068299	GSE76724	28112153	PMC5264212
SRP115152	GSE102463	31475747	PMC6769427
SRP113651			
SRP113727	GSE101977	28822967	PMC6148204
SRP140436	GSE113154	30201971	PMC6131148
SRP041618	GSE57249	25096407	PMC4216920
SRP151014	GSE116092	31278058	PMC6863506
SRP122508		29225342	PMC5723634
SRP100217	GSE95008	28973931	PMC5651769
SRP104179	GSE97939	28552348	PMC5509332
SRP045331			
SRP059329	GSE69740		
SRP151290	GSE116236	30137027	PMC6205377
SRP140447	GSE113160	30639966	PMC6329323
SRP043550	GSE58801	26996597	
SRP188619			
SRP186424			
SRP075473	GSE81672	27569543	PMC5164982
SRP032963	GSE52320	24945926	PMC4063670
SRP131204		29343640	PMC5798372
SRP076484	GSE83298	28429718	PMC5413950
SRP004836	GSE25971	22388288	PMC3420816
SRP194662	GSE130453	31251913	PMC6716369
ERP021240			
SRP105761			
SRP051155	GSE64156	25680807	PMC4358656
SRP159270	GSE119340	30595550	PMC6358550
SRP117312			
SRP149358	GSE115102		
SRP045263	GSE60097	25149110	PMC4445080
SRP049982			
SRP131035	GSE109285		
SRP009866	GSE34497		
SRP061101	GSE70896	27073125	PMC5021293
SRP036633	GSE54695	24747814	
SRP126161	GSE107495	29645346	PMC6320667
SRP193505	GSE130218	31208033	PMC6628043
SRP073239	GSE80120	27616062	PMC5062957
ERP106951			
SRP115269	GSE102533	29907650	PMC6049517
SRP078798			
SRP059513	GSE69900	26084673	PMC4520879
SRP031845	GSE51574	24309499	PMC3863901
SRP078459	GSE84377	28218909	PMC5332283
SRP012173	GSE37236	23972988	PMC4807655
SRP190004	GSE129114	31171666	
SRP187722	GSE127927		
SRP035420	GSE54107	26154507	PMC4510695
SRP095477	GSE92704	28437467	PMC5402980
SRP102432	GSE96991	29160304	PMC5807082
SRP098788			
SRP173469	GSE123847	30477578	PMC6260864
SRP171022	GSE123044		
SRP041005	GSE56566	25988972	PMC4437308
SRP078847	GSE84527	27716482	
SRP096977	GSE93796		
SRP148932	GSE114906	30955884	PMC6711371
SRP052230	GSE64959	25053437	PMC4197661
SRP178051	GSE124834	30765536	PMC6524780
SRP157978			
SRP167156	GSE121936		
SRP077452	GSE83795	27974362	PMC5239997
SRP211789			
SRP066899	GSE75596	26687222	
SRP045957	GSE60968	25269644	PMC4253493
ERP106769			
SRP090477	GSE87367	30104731	
SRP119303	GSE104530	29212850	PMC5867617
SRP157968	GSE118562	30478191	PMC6293276
ERP020724			
SRP163514	GSE120861	30612741	PMC6690346
SRP078912	GSE84531	27653685	PMC5074691
SRP069071		26982366	PMC4794750
SRP059062	GSE69556	26677864	PMC4978047
SRP055190	GSE66068	25982114	PMC4475489
SRP158390	GSE118766	30459284	PMC6684240
SRP011993	GSE36934	23900278	
SRP056115	GSE66814	27197219	PMC4937559
SRP065153			
SRP092485	GSE89463	28331289	PMC5352156
SRP068326	GSE76755	29242551	PMC5730609
SRP125104	GSE106993	30522767	
ERP107722			
SRP157748	GSE118486	30676318	PMC6363379
SRP114712	GSE102190	29670287	PMC6037913
SRP187083	GSE127465	30979687	PMC6620049
SRP166522	GSE121568	30893599	
SRP159106	GSE119215	30787942	PMC6372563
SRP174200	GSE124259	30865885	PMC6464111
SRP078455	GSE84374	27457619	PMC5038142
SRP083910	GSE86310	28431249	PMC5474950
SRP110979	GSE100732	29146908	PMC5691074
SRP143976	GSE113827	29922298	PMC5996069
SRP175343	GSE124693		
SRP164888	GSE121051	31028792	
SRP094897	GSE92238	28695822	PMC5515576
SRP031501	GSE51424	25122893	PMC4131009
SRP158995	GSE119119	30209217	PMC6187179
SRP165945			
SRP106915	GSE98839	29364887	PMC5798844
SRP072108	GSE79436		
SRP174350	GSE124304	30635626	
SRP024268	GSE47702	25408144	PMC4242595
SRP107191	GSE98906	28928151	PMC5635911
SRP158054	GSE118612	30645973	
ERP022832			
SRP151029	GSE116116	30240703	PMC6592617
SRP063826	GSE73083	26969725	PMC4822596
SRP083015	GSE86103	27559130	PMC5063615
SRP061364	GSE71145	26314864	PMC4566031
SRP211761	GSE133184	31508501	PMC6718519
SRP158767	GSE119016	30332630	
SRP067240	GSE75901	26989163	PMC6361276
SRP164940	GSE121099	30655503	PMC6336863
SRP056585	GSE67310	27281220	PMC4928860
SRP145076			
SRP113496	GSE101826	29293084	PMC5771670
SRP069787	GSE77702	27378374	PMC4935974
SRP007000	GSE29752	28172828	PMC6078599
SRP032927	GSE52261	24362762	PMC3970219
SRP127001	GSE108254	29526553	PMC6422678
SRP061458	GSE71268		
SRP095487	GSE92720		
SRP107180	GSE98947	30341145	
SRP150302			
SRP124265	GSE106577	30104384	PMC6126743
DRP004897			
ERP024283			
SRP186003			
SRP099071	GSE94686	30507380	PMC6303110
SRP101944	GSE96644	28761067	PMC5537224
SRP107205	GSE98960	28959968	PMC5789792
SRP095190	GSE92447	28521042	PMC5886295
SRP045149	GSE59970	25491312	
SRP110608	GSE100560	29364877	
SRP155955	GSE117978	30258231	PMC6289247
SRP116917	GSE103566	29654059	PMC5959238
SRP045702	GSE60641	25535917	PMC4311887
SRP074209	GSE80964	29056552	PMC5760194
SRP114254		30069046	PMC6108322
SRP109674	GSE100212	28662216	PMC5491269
ERP013684			
ERP010552			
SRP067041	GSE75761	26851215	PMC4779691
SRP032700	GSE52126	24200680	PMC3901070
SRP080852	GSE85131	27565342	PMC5548538
SRP071194	GSE78924	31242425	PMC6788807
SRP124835	GSE106805	29866884	PMC6066312
SRP101486			
SRP186449	GSE126846	30944169	
SRP170254			
SRP170424	GSE122854	31012843	PMC6544436
SRP119276	GSE104513	29065928	PMC5655979
SRP048838	GSE62270	26287467	
SRP006999	GSE29613	21768389	PMC3150879
SRP099204	GSE94774	28346408	
SRP122515	GSE106281	30050055	PMC6370802
SRP058443	GSE68981	28003475	PMC5388401
SRP052063	GSE64893	25655195	PMC4845663
SRP136252			
SRP080947	GSE85209	28422762	PMC5396522
SRP126675	GSE108040	29606596	
SRP117311	GSE103725	28864476	PMC6668729
ERP107784			
SRP163378	GSE120816	30930118	
SRP132229	GSE110176	28713870	PMC5509416
SRP105268	GSE98235	30809231	PMC6379467
ERP004917			
SRP099234	GSE94743	29158586	PMC5696538
SRP055859	GSE66551		
SRP115993			
SRP051270	GSE64296	26892343	PMC4759594
SRP089972			
SRP150616	GSE115849	30755605	PMC6372649
SRP149348	GSE115100		
SRP136494	GSE112352	30514924	PMC6279840
SRP059937	GSE70351		
SRP162549	GSE120440	30355503	PMC6218204
SRP068593			
SRP113724	GSE101909	29342370	PMC5958370
SRP101439	GSE95734	28854169	PMC6047345
SRP150004	GSE115477	30061411	PMC6099915
SRP188096	GSE128110	31266943	PMC6606597
SRP045775	GSE60749	25471879	PMC4256722
SRP044043	GSE59073	25417163	PMC4243038
SRP049694			
SRP135768	GSE111877	30659202	PMC6338785
ERP013191			
ERP013438			
SRP042951	GSE58239	24927774	PMC4089026
SRP128548	GSE108959	30354205	
SRP009848	GSE34475	22346748	PMC3276556
SRP186600	GSE126939	30521806	PMC6409196
SRP149567	GSE115234	31266962	PMC6606648
ERP108769			
SRP161759	GSE119964	31042465	PMC7231522
SRP066154	GSE74923	26732280	PMC4729820
SRP103831	GSE97685	30012580	PMC6127887
SRP108279	GSE99434	30177706	PMC6120921
SRP173831	GSE124068	30944252	PMC6483717
SRP119762	GSE104820	29217759	PMC5748909
SRP098149	GSE94238	28212352	PMC5371897
SRP075053	GSE81421	28213513	PMC5339673
GSE52451	E-GEOD-52451	24945926	PMC4063670
SRP105178	GSE98157		
SRP137820	GSE112805	30926591	
SRP048593	GSE61991	25714049	PMC4376664
SRP102949	GSE97354	28484078	PMC5461006
ERP021192			
SRP093648			
SRP045839	GSE60853		
SRP106746	GSE98725	28894104	PMC5593830
SRP173776	GSE124007	31249813	PMC6582659
SRP119064	GSE104381	29906661	PMC6075941
SRP113242	GSE101701	28687623	PMC5576062
SRP130924	GSE108679	31031009	PMC6525024
SRP074204	GSE80958	27214567	PMC4925239
SRP061746	GSE71485	26299571	PMC8638014
SRP151028	GSE116115	31076486	PMC6550019
SRP074207	GSE80960	27689016	PMC5034609
SRP175007	GSE124551		
ERP021238			
SRP140014	GSE113143		
SRP094694	GSE90976	28691928	PMC5531410
SRP098701	GSE94386	28874170	PMC5585977
SRP090822	GSE87608	28052439	
SRP115938	GSE102935	31273086	
SRP047108	GSE61401	25798087	PMC4351618
SRP064621	GSE73861	26586225	PMC4725210
SRP117795			
SRP148460	GSE114652	30970257	PMC6485958
SRP057171	GSE67889	26641715	PMC4816493
ERP113371			
SRP108126	GSE99352	29556029	PMC5884423
SRP126527	GSE107947	29886109	PMC7185763
SRP064469	GSE73729	27158841	
SRP065995	GSE74855	26687720	PMC4838352
SRP097856	GSE94085	28250819	PMC5324308
SRP135883	GSE111955	29592913	PMC5898269
SRP178560	GSE124995	30730971	PMC6366741
ERP008616			
SRP170935	GSE122992		
SRP119508	GSE104678	29073931	PMC5658913
SRP056106	GSE66822	26484239	PMC4583631
SRP136196	GSE112171		
SRP151858	GSE116572		
SRP097635			
SRP117919	GSE103956	29196450	PMC7847246
SRP121227	GSE106085	29158444	
SRP136067	GSE112066	30076099	PMC6104813
SRP096363	GSE93379	28323953	PMC6283433
SRP168559	GSE122489	30622257	PMC6325124
DRP004053			
SRP044119	GSE59160		
SRP104440	GSE98027	29338044	PMC5770019
ERP002560			
SRP029236	GSE50172	24368734	PMC3869375
SRP124601	GSE106669	29967166	PMC6055154
SRP125035	GSE106913	30676324	PMC6478413
SRP043544	GSE58797	25219850	PMC4768489
SRP162729	GSE120549		
SRP049508	GSE62967	25871848	PMC4417935
SRP150412	GSE115729	30232164	PMC6147134
SRP057270	GSE67972	26838806	PMC4738356
SRP095953	GSE93085	28085958	PMC5268648
SRP131039	GSE109287		
SRP189982	GSE129098	31478830	PMC6721800
SRP033518	GSE53001	25231172	
SRP100476	GSE95154	29950668	PMC6166775
SRP127264	GSE108362	30595505	PMC6570409
DRP003840			
SRP102228	GSE96690	28802249	PMC5648689
SRP039970	GSE55800	24855954	PMC4854627
ERP115200			
SRP110048	GSE100278	28792938	PMC5729908
SRP091504	GSE88700	28275002	PMC5358759
SRP126124			
SRP086707	GSE86470	28522611	PMC5538554
SRP090706	GSE87533	27829158	PMC5120368
SRP159673	GSE119530	30371266	PMC6474944
SRP195823	GSE130841	31499015	PMC6806130
SRP077961	GSE84063	27385017	PMC5004908
SRP004448	GSE25310	21258322	PMC3078052
SRP113600	GSE101901	30254269	PMC6156584
SRP201703			
SRP063091	GSE72628	26607761	PMC4674670
SRP108250	GSE99399	29127356	PMC5681552
SRP066153	GSE74980		
SRP020909	GSE45930	25543143	PMC4434221
SRP113753	GSE101991		
SRP082377	GSE85763	28209124	PMC5314613
ERP014103			
ERP105426			
SRP068123	GSE76567	26917114	
SRP081141	GSE85360		
SRP125891	GSE107536	30567730	
SRP091724	GSE88908	28655914	PMC5487362
SRP063889	GSE73075	26424790	PMC4646012
SRP125890	GSE107535	30567730	
SRP076942	GSE83636	27477270	PMC4981532
SRP064298	GSE73552	28475894	PMC5570523
SRP125967			
SRP211879	GSE133248	31378673	PMC6700503
SRP072929	GSE79975	27210293	PMC4879243
SRP118780	GSE104182	30046111	PMC6085146
SRP098819	GSE94481	28366588	PMC5524993
SRP154934	GSE117549	30181244	PMC6294438
ERP004722			
ERP021444			
SRP081288	GSE85498	27733447	PMC5161516
SRP179486	GSE125095		
SRP074478	GSE81193	27400129	PMC4966307
SRP125820	GSE107488	29321057	PMC5763955
SRP057660		26290535	PMC4561498
SRP119763	GSE104821	29669762	
SRP126167	GSE107711	30824552	
SRP055794			
SRP018336	GSE43948	23467089	PMC3637864
SRP021190	GSE46213	24019758	PMC3760798
SRP166276	GSE121561	30561033	
SRP014672			
SRP124669	GSE106707	30134177	PMC6117871
ERP109738			
SRP102591	GSE97120	28636939	PMC6013260
SRP079382	GSE84734		
SRP119431			
SRP199794	GSE131935	31231035	
SRP149803	GSE115355	30446696	PMC6240058
SRP185706	GSE126450	31036676	PMC6553531
SRP084395	GSE86417	27883889	PMC5142829
SRP053051	GSE65524	26484260	PMC4583647
SRP201584	GSE132814	31461471	PMC6713344
SRP151021	GSE116104	30146410	
SRP007941	GSE31667	22562984	
SRP033279	GSE52623	24285714	PMC3877755
SRP063853	GSE73049	26549484	
SRP165274	GSE121162	30723792	PMC6361723
SRP090683	GSE87512	28329687	
SRP067132	GSE75804	26804902	PMC4740311
SRP128722	GSE109033	30404016	PMC6384825
SRP162076	GSE120161	30679375	
SRP055143	GSE66009	26459762	PMC4702595
SRP104329			
SRP056013	GSE66716	26220403	PMC4532800
SRP099648	GSE94883	28459448	PMC5569300
SRP050071	GSE63493	26246194	PMC4526858
SRP079165	GSE84665	27542829	PMC5002979
SRP072124	GSE79452	27044867	PMC4959311
SRP166967	GSE121861	30404002	PMC7009724
SRP015959	GSE41265	23685454	PMC3683364
SRP185821	GSE126509		
SRP166330	GSE121611	30554520	PMC6580683
SRP144317	GSE113948	30059705	
SRP185939		30661456	PMC6380398
SRP091561	GSE88761	30254108	PMC6169839
SRP098738	GSE94413	29244142	
SRP185354	GSE126338	31334602	PMC6726900
ERP107154			
ERP110016			
SRP041888	GSE57533	25808873	
SRP058800	GSE69314	26407100	PMC4583464
SRP067609	GSE76186	27134141	PMC4964983
SRP091589	GSE88791	29021573	PMC5636846
SRP163240	GSE120787		
SRP189843	GSE129024	31110186	PMC6527697
SRP151491	GSE116357	30833303	PMC6398593
SRP124470	GSE106612	29281840	
SRP153071	GSE116949	30616562	PMC6323698
ERP004637			
SRP050440	GSE63782	26367798	PMC4921058
SRP078057	GSE84138	28363996	
ERP006402			
SRP067407	GSE76033	26873985	PMC4779748
SRP142629		31270459	PMC7111535
SRP167717			
SRP128463			
SRP126777	GSE108096	29475944	PMC5892582
SRP173475	GSE123874	31069328	PMC6481730
ERP021445			
SRP072380	GSE79633	28394372	PMC5438597
SRP167453	GSE122072	30517854	PMC6314484
SRP101732	GSE96093	28591582	PMC5512440
SRP156606	GSE118271	30130253	PMC6205402
ERP019553			
SRP115029	GSE102365	28936162	PMC5594072
SRP045625	GSE60537	25568944	PMC4287580
SRP193856	GSE130312	31141687	PMC6555431
SRP078321	GSE84133	27667365	PMC5228327
SRP101293	GSE95635		
SRP130784			
GSE109482	E-GEOD-109482		
SRP034660	GSE53538		
DRP004672			
SRP153808	GSE117129	30157427	PMC6542273
SRP035442	GSE54124	24531307	
SRP187314			
SRP185884	GSE126559		
SRP066411	GSE75176	26677805	
SRP078563	GSE84447	28191885	PMC6453542
SRP108846	GSE99815	28686870	PMC5642297
SRP100399			
SRP040982	GSE56529	27466324	PMC5007564
SRP111203	GSE100873	29074580	
SRP169123			
SRP061800	GSE71534	26769049	PMC4767592
SRP102726		28100513	PMC5451164
SRP149497	GSE115190	30639056	
SRP049304	GSE62734	25456127	
SRP092646	GSE89574	28270516	PMC5358721
SRP151773	GSE116516	30135298	PMC6141168
SRP094686	GSE90969	29083321	PMC5707157
SRP092617	GSE89547	28067667	PMC5272185
SRP212867	GSE133756	31308245	
SRP162099	GSE120163		
SRP048707	GSE62129	25706746	PMC4479220
SRP124852	GSE106826	30870781	PMC6416966
DRP001349			
SRP074896	GSE81385	29103953	PMC5698144
SRP095630	GSE92905		
SRP096175	GSE93230	29031720	PMC5641686
SRP158292			
SRP113693	GSE101903	28733386	PMC5551568
SRP149483	GSE115179	30021836	PMC6123659
SRP009464	GSE33979	22835905	PMC3514668
SRP072172	GSE79487	27827819	PMC5201029
SRP090329	GSE87266	28459454	PMC5446306
SRP162673	GSE120514	30404014	PMC6231326
SRP069817	GSE77729	27197233	PMC5021200
SRP060705	GSE70813	27102484	
SRP139918	GSE113106	30648534	PMC6335055
SRP129055	GSE109074	30295958	PMC6585637
SRP161608	GSE119826	30385720	PMC6238730
SRP045963	GSE60982	26542370	PMC4700935
SRP124823	GSE106796	30093396	PMC6269306
ERP015433			
ERP016031			
SRP115054	GSE102388	29018080	PMC5709785
SRP110044	GSE100277	28792938	PMC5729908
SRP162261	GSE120199	30482691	PMC6283684
SRP022933	GSE47124	24100015	PMC3889548
SRP043469	GSE58707	25538045	
SRP136522	GSE112361	29774023	PMC5943674
SRP113525			
SRP082985	GSE86065	28962523	PMC6223632
SRP148859	GSE114861	30013160	PMC6048047
DRP004560			
SRP040451	GSE56096	24905168	PMC4491504
SRP008494	GSE32192		
SRP094545	GSE90854	28562591	PMC5505514
SRP100462			
ERP114372			
SRP035245	GSE53913		
SRP095341	GSE92560	29856313	PMC5984035
SRP109169	GSE99970	31109287	PMC6528199
SRP175109	GSE124641		
SRP195756	GSE130802		
SRP170687	GSE122929	30865884	
SRP050114	GSE63526	26740970	PMC4698881
SRP189722	GSE128971		
SRP133163	GSE110878	30922843	
SRP069812	GSE77722	27884981	
SRP123455	GSE106445	29472596	PMC5823886
ERP115549			
SRP092624			
SRP112343	GSE101487	28912243	PMC5723384
SRP152507	GSE116708	30235201	PMC6168157
SRP053429			
SRP115903	GSE102867	30463508	PMC6249886
SRP062039	GSE71734	26411289	PMC4765954
SRP169948	GSE122766	30523248	PMC6284018
SRP073932	GSE80678	27505671	
SRP059538	GSE69913		
DRP004743			
SRP155867	GSE117936	30509999	PMC6329940
SRP125726			
SRP025506	GSE47851	24631153	PMC4026797
SRP124941	GSE106229	29492454	PMC5821489
SRP074295	GSE81055		
SRP122533	GSE106225		
SRP083760	GSE86236	29404495	PMC5678920
ERP004040			
DRP003243			
SRP013051	GSE37933	25375251	PMC4222953
SRP188426	GSE128305	31249869	PMC6594774
SRP071087	GSE78849	27667687	PMC5863951
SRP127517			
SRP056267	GSE67009	26531099	PMC4635967
ERP016487			
SRP094777	GSE91058	29170465	PMC5701004
SRP156939	GSE118366	30323345	PMC6195445
DRP003973			
SRP110831	GSE100706	29042082	
SRP061023	GSE70849	26340527	PMC4571182
SRP030030	GSE51008	25043028	PMC4110711
SRP117796			
ERP017743			
SRP081277	GSE85477		
SRP127661			
SRP051995			
SRP077284	GSE83755	28321121	PMC5636646
SRP105798	GSE98400	30154222	PMC6169895
SRP102687	GSE97167	29523685	PMC5925809
SRP142553	GSE113627		
SRP128475	GSE108864	29716997	PMC6005429
SRP041516			
SRP021476	GSE46316	24286025	PMC3841252
SRP135754	GSE111864	30057276	PMC6103825
SRP098978	GSE94595	28775382	PMC5543063
SRP066816	GSE75522	26704449	PMC4816130
SRP017110	GSE42120	29487567	PMC5816955
SRP041034	GSE56613	25788703	PMC4416530
SRP062991	GSE72521	27401346	PMC4986532
SRP100679	GSE95341	28504706	PMC5474760
SRP118792			
SRP059899	GSE70288	26256211	PMC4573840
SRP094569	GSE90890		
SRP109298	GSE100088	28724790	PMC5518564
SRP168243	GSE122329	30604742	PMC6318311
SRP035941	GSE54447	25655195	PMC4845663
SRP136941	GSE112595	31134063	PMC6514528
SRP041835	GSE57514	25695507	PMC4335007
SRP095577	GSE92762	29186676	PMC5728416
SRP053290	GSE65697	25923916	PMC4414453
SRP100940	GSE95583	28847947	PMC5604027
SRP008743			
SRP101946	GSE96646	30128894	PMC6468043
SRP114943	GSE102309	30709741	
ERP007243			
SRP109133			
SRP056078	GSE66781	26214741	PMC4545301
GSE87491	E-GEOD-87491	27916600	PMC5269474
SRP108937	GSE99849	28985526	PMC5658514
SRP059847	GSE70238	27580035	PMC5161694
SRP023500	GSE47496	24013668	PMC3800053
ERP004089			
SRP047225	GSE61486		
SRP093651	GSE89984	27984743	
SRP094978	GSE92292	28232602	PMC5374352
SRP095557	GSE92842	29174332	PMC5722700
SRP096693	GSE93558	29215273	PMC6553616
SRP182065	GSE125667	30872492	
SRP058313	GSE68846	26349061	PMC4569844
SRP154932	GSE117551	30181244	PMC6294438
SRP014655	GSE39849	23353788	
SRP094467	GSE90800	28445727	PMC5474344
SRP106870	GSE98759		
SRP106751	GSE98731	30318339	PMC6365216
SRP058725	GSE69244	26564964	PMC4694064
SRP087434	GSE86507	29074972	PMC5658336
SRP033473	GSE52957	24857549	PMC4103188
GSE98823	E-GEOD-98823	29548672	
SRP078380	GSE84329	27914629	PMC5386810
SRP100781	GSE95428	28659437	
SRP103116	GSE97444	30213958	PMC6137209
SRP055200	GSE66127	25825768	PMC4403148
SRP072996	GSE80044	28425486	PMC5411488
ERP024454			
SRP109170	GSE99971	31109287	PMC6528199
SRP128097	GSE108797	30146314	PMC6690358
SRP055049	GSE65936		
SRP049202	GSE62641		
ERP018606			
SRP108600			
SRP093713	GSE90136	28945229	PMC5785415
SRP070499	GSE78056	29084951	PMC5662571
SRP109804	GSE100236	29605177	
SRP119215			
SRP077669	GSE83931	28302071	PMC5356301
SRP149921			
SRP153923	GSE117172	30146411	PMC6128737
SRP059196	GSE69616	27105115	PMC5540445
SRP118141	GSE104022	29246798	PMC5988235
ERP016406			
SRP002213	GSE19066	21379568	PMC3040678
SRP076557	GSE83358		
SRP028713	GSE49761	24291790	PMC3957231
SRP076940	GSE83631	31723143	PMC6853988
SRP182996			
SRP064569	GSE73803	26584620	PMC4691949
SRP075838	GSE82014	28166220	PMC5325677
SRP155486	GSE117772	30170812	PMC6152941
SRP051384	GSE64371	26361796	PMC4659533
SRP108630	GSE99690	29145494	PMC5690679
SRP053054	GSE65529	26343579	PMC4578813
ERP016751			
SRP136107	GSE112094	29789598	PMC5964069
SRP055022	GSE65921	26416483	PMC4649632
SRP140490	GSE113175		
SRP107366			
SRP125398	GSE107220		
SRP105344	GSE98287	29669931	PMC5931133
SRP074885			
SRP014578	GSE39652	22863743	PMC3470808
SRP126001	GSE107586	30483051	PMC6240696
SRP154217	GSE117258		
SRP115148	GSE102457	29077773	PMC5659768
SRP110674	GSE100599	28806763	PMC5555711
SRP101338	GSE95663	28825595	PMC5669571
SRP095593	GSE92865	28467820	PMC5641471
SRP121482	GSE106174		
SRP018928	GSE44733	23531360	PMC4053768
SRP081282	GSE85491		
SRP053056	GSE65531	26343579	PMC4578813
SRP142325	GSE113543	29915154	PMC6094055
SRP145581	GSE114381	30671225	PMC6326245
SRP162688	GSE120522	30540962	PMC6294286
SRP040810	GSE56461	25083995	PMC4151216
SRP119866	GSE104911	29416046	PMC5803256
SRP081207	GSE85414	27759021	
SRP160883	GSE119710	30787433	PMC6497049
SRP151659	GSE116454	31152078	
SRP092099	GSE89198	28584128	PMC5468679
SRP012097	GSE37076	23374351	
SRP073503	GSE80444	28071588	PMC5224921
SRP163144	GSE120761	31202118	PMC6642837
SRP068724	GSE77081	26939553	PMC4786577
SRP118483			
SRP064484	GSE73743	26908599	PMC4805312
SRP119667	GSE104769		
SRP120162	GSE105086	30728174	PMC6400531
SRP059745	GSE70116	26408185	PMC4582738
SRP162522	GSE120414	31000662	
SRP154777	GSE117474	30108334	PMC6092323
SRP143395	GSE113720	30696696	PMC6396413
SRP162235	GSE120239	30291161	PMC6219744
SRP090348	GSE87293	28994389	PMC5634787
ERP014607			
SRP116091	GSE103039	28957681	PMC5626803
SRP108479	GSE99604	29884649	PMC6049513
SRP135812	GSE111911	30643147	PMC6331566
SRP097584		29143824	PMC5821214
SRP066970			
SRP028809	GSE49844	25770585	PMC4475398
ERP004596			
SRP120491	GSE105155	31618637	
SRP172079	GSE123280	30883226	PMC6424132
SRP123923			
ERP010829			
SRP049087	GSE62535	25599561	
SRP091366	GSE87795	29202695	PMC5715535
SRP045305	GSE60163	25409145	PMC4257755
SRP144032	GSE113854	30737373	PMC6368572
SRP070583	GSE78130		
SRP104686	GSE98048	28408401	PMC5540748
SRP072519	GSE79698	27535961	PMC5333938
SRP028970	GSE50068		
SRP079704	GSE84819	29643186	PMC5987928
SRP166781	GSE121751	30518690	PMC6328098
SRP158007	GSE118592	30232000	
SRP039501	GSE55633	25822788	PMC4475637
DRP003717			
ERP014302			
SRP122929	GSE106332	29420174	PMC6664440
SRP053351	GSE65747	26981392	PMC4778621
SRP108282	GSE99440	28700945	
SRP171142	GSE123117	31489403	PMC6727652
ERP105477			
SRP108696			
GSE109011	E-GEOD-109011	29892061	PMC6650267
SRP072120	GSE79443	27189340	PMC4870569
SRP055425	GSE66202	26460946	PMC4615609
SRP150775	GSE115956	31019299	PMC6544541
SRP093387	GSE89885	30626739	PMC6485363
SRP040728	GSE56358	26673693	PMC4856961
GSE41722	E-GEOD-41722	23222540	PMC3684361
SRP034706			
SRP020224	GSE45568	23421592	PMC3618314
SRP178474	GSE124954		
SRP080326	GSE84993	27998927	PMC5206491
SRP142481	GSE113594	29760084	PMC5984532
SRP001701	GSE19172	20022248	PMC2812478
SRP075751	GSE81919		
SRP037765	GSE54984	24616493	PMC3970479
SRP100615	GSE95260	30277246	PMC6310031
SRP034687			
SRP099085	GSE94699	28850249	PMC5941310
SRP021920			
SRP094493	GSE90827		
SRP108759	GSE99764	30224810	PMC6214619
SRP015727	GSE40823	24013505	PMC3778245
SRP020490	GSE45719	24408435	
SRP152409	GSE116702	30464345	PMC6542691
SRP061303			
SRP056980	GSE67672	26837714	PMC4742834
SRP048459	GSE61875	25065684	PMC4309751
SRP099072	GSE94685	28805663	PMC5669570
SRP167940	GSE122206	30496973	PMC6260444
SRP104987	GSE98082		
SRP113611	GSE101906	29097167	
SRP140882	GSE113315	29519872	
SRP121515	GSE106197	29731168	PMC5984165
SRP101360	GSE95682	28481224	PMC5451235
SRP190164	GSE129212		
ERP110553			
SRP101925	GSE96626	28978645	PMC5712622
SRP009468	GSE33921	22722858	PMC3395470
ERP023591			
SRP052736	GSE65179	25729011	PMC4616261
SRP162469	GSE120370	31048498	PMC6699516
ERP017365			
SRP067241	GSE75902	26721685	PMC4888079
SRP063949	GSE73279	27611969	PMC5017575
SRP166778	GSE121746	31133747	PMC6545155
SRP100439	GSE95127	29765032	PMC5954019
SRP186712			
SRP091788	GSE88959		
SRP049189	GSE62633	25488664	PMC4340426
SRP102617	GSE97141		
